"Drug1"	"Drug2"
"DB12865"	"DB12865"
"DB12872"	"DB12872"
"DB12872"	"DB13133"
"DB12965"	"DB12965"
"DB13074"	"DB13074"
"DB13125"	"DB05332"
"DB13125"	"DB06210"
"DB13125"	"DB13125"
"DB13133"	"DB12872"
"DB13133"	"DB13133"
"DB13139"	"DB00816"
"DB13139"	"DB00867"
"DB13139"	"DB01274"
"DB13139"	"DB01366"
"DB13139"	"DB05039"
"DB13139"	"DB06814"
"DB13139"	"DB09080"
"DB13139"	"DB09082"
"DB13139"	"DB11587"
"DB13139"	"DB13139"
"DB13144"	"DB13144"
"DB13144"	"DB13200"
"DB13146"	"DB13146"
"DB13149"	"DB13149"
"DB13150"	"DB13150"
"DB13151"	"DB13151"
"DB13152"	"DB00100"
"DB13152"	"DB13152"
"DB13154"	"DB13154"
"DB13155"	"DB00621"
"DB13155"	"DB00665"
"DB13155"	"DB00984"
"DB13155"	"DB01128"
"DB13155"	"DB01420"
"DB13155"	"DB01541"
"DB13155"	"DB08804"
"DB13155"	"DB08899"
"DB13155"	"DB11429"
"DB13155"	"DB11447"
"DB13155"	"DB13155"
"DB13155"	"DB14639"
"DB13158"	"DB00180"
"DB13158"	"DB00223"
"DB13158"	"DB00240"
"DB13158"	"DB00253"
"DB13158"	"DB00324"
"DB13158"	"DB00394"
"DB13158"	"DB00443"
"DB13158"	"DB00547"
"DB13158"	"DB00596"
"DB13158"	"DB00620"
"DB13158"	"DB00663"
"DB13158"	"DB00769"
"DB13158"	"DB00838"
"DB13158"	"DB00846"
"DB13158"	"DB00860"
"DB13158"	"DB14596"
"DB13158"	"DB00896"
"DB13158"	"DB00959"
"DB13158"	"DB01013"
"DB13158"	"DB01130"
"DB13158"	"DB01222"
"DB13158"	"DB01260"
"DB13158"	"DB01380"
"DB13158"	"DB01410"
"DB13158"	"DB06781"
"DB13158"	"DB11921"
"DB13158"	"DB13158"
"DB13161"	"DB13161"
"DB13166"	"DB00492"
"DB13166"	"DB00519"
"DB13166"	"DB00542"
"DB13166"	"DB00584"
"DB13166"	"DB00722"
"DB13166"	"DB00881"
"DB13166"	"DB01180"
"DB13166"	"DB01340"
"DB13166"	"DB01348"
"DB13166"	"DB13166"
"DB13167"	"DB01628"
"DB13167"	"DB09217"
"DB13167"	"DB13167"
"DB13170"	"DB01020"
"DB13170"	"DB08931"
"DB13170"	"DB09282"
"DB13170"	"DB13170"
"DB13173"	"DB13173"
"DB13179"	"DB00239"
"DB13179"	"DB00503"
"DB13179"	"DB00531"
"DB13179"	"DB01127"
"DB13179"	"DB01181"
"DB13179"	"DB01220"
"DB13179"	"DB08864"
"DB13179"	"DB11087"
"DB13179"	"DB13179"
"DB13192"	"DB13192"
"DB13192"	"DB13923"
"DB13200"	"DB13144"
"DB13200"	"DB13200"
"DB13269"	"DB01121"
"DB13269"	"DB01438"
"DB13269"	"DB05541"
"DB13269"	"DB13269"
"DB13345"	"DB01049"
"DB13345"	"DB13345"
"DB13346"	"DB13346"
"DB13501"	"DB00461"
"DB13501"	"DB00465"
"DB13501"	"DB00469"
"DB13501"	"DB00500"
"DB13501"	"DB00554"
"DB13501"	"DB00712"
"DB13501"	"DB00784"
"DB13501"	"DB00788"
"DB13501"	"DB00814"
"DB13501"	"DB00821"
"DB13501"	"DB00861"
"DB13501"	"DB00870"
"DB13501"	"DB00963"
"DB13501"	"DB00991"
"DB13501"	"DB01283"
"DB13501"	"DB01399"
"DB13501"	"DB01401"
"DB13501"	"DB01419"
"DB13501"	"DB01435"
"DB13501"	"DB01600"
"DB13501"	"DB06725"
"DB13501"	"DB06736"
"DB13501"	"DB06802"
"DB13501"	"DB09214"
"DB13501"	"DB09216"
"DB13501"	"DB11071"
"DB13501"	"DB11079"
"DB13501"	"DB11201"
"DB13501"	"DB11323"
"DB13501"	"DB13501"
"DB13501"	"DB13783"
"DB13503"	"DB01122"
"DB13503"	"DB01400"
"DB13503"	"DB04864"
"DB13503"	"DB13503"
"DB13615"	"DB13615"
"DB13720"	"DB06709"
"DB13720"	"DB13720"
"DB13746"	"DB13746"
"DB13751"	"DB13751"
"DB13783"	"DB00461"
"DB13783"	"DB00465"
"DB13783"	"DB00469"
"DB13783"	"DB00500"
"DB13783"	"DB00554"
"DB13783"	"DB00712"
"DB13783"	"DB00784"
"DB13783"	"DB00788"
"DB13783"	"DB00814"
"DB13783"	"DB00821"
"DB13783"	"DB00861"
"DB13783"	"DB00870"
"DB13783"	"DB00963"
"DB13783"	"DB00991"
"DB13783"	"DB01283"
"DB13783"	"DB01399"
"DB13783"	"DB01401"
"DB13783"	"DB01419"
"DB13783"	"DB01435"
"DB13783"	"DB01600"
"DB13783"	"DB06725"
"DB13783"	"DB06736"
"DB13783"	"DB06802"
"DB13783"	"DB09214"
"DB13783"	"DB09216"
"DB13783"	"DB11071"
"DB13783"	"DB11079"
"DB13783"	"DB11201"
"DB13783"	"DB11323"
"DB13783"	"DB13501"
"DB13783"	"DB13783"
"DB13800"	"DB13800"
"DB13867"	"DB00588"
"DB13867"	"DB13867"
"DB13872"	"DB00402"
"DB13872"	"DB13872"
"DB13873"	"DB01039"
"DB13873"	"DB13873"
"DB13874"	"DB13874"
"DB13881"	"DB13881"
"DB13881"	"DB13915"
"DB13884"	"DB06228"
"DB13884"	"DB06605"
"DB13884"	"DB09075"
"DB13884"	"DB12364"
"DB13884"	"DB13884"
"DB13893"	"DB13893"
"DB13893"	"DB13894"
"DB13894"	"DB13893"
"DB13894"	"DB13894"
"DB13915"	"DB13881"
"DB13915"	"DB13915"
"DB13923"	"DB13192"
"DB13923"	"DB13923"
"DB13925"	"DB00104"
"DB13925"	"DB06663"
"DB13925"	"DB06791"
"DB13925"	"DB13925"
"DB13926"	"DB13926"
"DB13928"	"DB01276"
"DB13928"	"DB06655"
"DB13928"	"DB09043"
"DB13928"	"DB09045"
"DB13928"	"DB09265"
"DB13928"	"DB13928"
"DB13931"	"DB13931"
"DB13932"	"DB13932"
"DB13933"	"DB13933"
"DB13943"	"DB00624"
"DB13943"	"DB06710"
"DB13943"	"DB13943"
"DB13943"	"DB13944"
"DB13943"	"DB13946"
"DB13944"	"DB00624"
"DB13944"	"DB06710"
"DB13944"	"DB13943"
"DB13944"	"DB13944"
"DB13944"	"DB13946"
"DB13946"	"DB00624"
"DB13946"	"DB06710"
"DB13946"	"DB13943"
"DB13946"	"DB13944"
"DB13946"	"DB13946"
"DB13949"	"DB13949"
"DB13949"	"DB14520"
"DB13952"	"DB00783"
"DB13952"	"DB13952"
"DB13952"	"DB13953"
"DB13952"	"DB13954"
"DB13952"	"DB13955"
"DB13952"	"DB13956"
"DB13953"	"DB00783"
"DB13953"	"DB13952"
"DB13953"	"DB13953"
"DB13953"	"DB13954"
"DB13953"	"DB13955"
"DB13953"	"DB13956"
"DB13954"	"DB00783"
"DB13954"	"DB13952"
"DB13954"	"DB13953"
"DB13954"	"DB13954"
"DB13954"	"DB13955"
"DB13954"	"DB13956"
"DB13955"	"DB00783"
"DB13955"	"DB13952"
"DB13955"	"DB13953"
"DB13955"	"DB13954"
"DB13955"	"DB13955"
"DB13955"	"DB13956"
"DB13956"	"DB00783"
"DB13956"	"DB13952"
"DB13956"	"DB13953"
"DB13956"	"DB13954"
"DB13956"	"DB13955"
"DB13956"	"DB13956"
"DB13961"	"DB13961"
"DB13967"	"DB03255"
"DB13967"	"DB11359"
"DB13967"	"DB13967"
"DB13985"	"DB09099"
"DB13985"	"DB13985"
"DB13995"	"DB00893"
"DB13995"	"DB13995"
"DB13996"	"DB00390"
"DB13996"	"DB00511"
"DB13996"	"DB01078"
"DB13996"	"DB01158"
"DB13996"	"DB01188"
"DB13996"	"DB01345"
"DB13996"	"DB01378"
"DB13996"	"DB01396"
"DB13996"	"DB01430"
"DB13996"	"DB13996"
"DB13996"	"DB14498"
"DB13996"	"DB14499"
"DB13998"	"DB00025"
"DB13998"	"DB13998"
"DB13998"	"DB13999"
"DB13999"	"DB00025"
"DB13999"	"DB13998"
"DB13999"	"DB13999"
"DB14001"	"DB00163"
"DB14001"	"DB14001"
"DB14001"	"DB14002"
"DB14002"	"DB00163"
"DB14002"	"DB14001"
"DB14002"	"DB14002"
"DB14004"	"DB05679"
"DB14004"	"DB14004"
"DB14004"	"DB14762"
"DB14006"	"DB00122"
"DB14006"	"DB14006"
"DB14012"	"DB14012"
"DB14039"	"DB14039"
"DB14041"	"DB14041"
"DB14041"	"DB14042"
"DB14042"	"DB14041"
"DB14042"	"DB14042"
"DB14185"	"DB00246"
"DB14185"	"DB01238"
"DB14185"	"DB14185"
"DB14481"	"DB11093"
"DB14481"	"DB11348"
"DB14481"	"DB14481"
"DB14487"	"DB01593"
"DB14487"	"DB14487"
"DB14487"	"DB14533"
"DB14488"	"DB01592"
"DB14488"	"DB14488"
"DB14488"	"DB14489"
"DB14488"	"DB14490"
"DB14488"	"DB14491"
"DB14488"	"DB14501"
"DB14489"	"DB01592"
"DB14489"	"DB14488"
"DB14489"	"DB14489"
"DB14489"	"DB14490"
"DB14489"	"DB14491"
"DB14489"	"DB14501"
"DB14490"	"DB01592"
"DB14490"	"DB14488"
"DB14490"	"DB14489"
"DB14490"	"DB14490"
"DB14490"	"DB14491"
"DB14490"	"DB14501"
"DB14491"	"DB01592"
"DB14491"	"DB14488"
"DB14491"	"DB14489"
"DB14491"	"DB14490"
"DB14491"	"DB14491"
"DB14491"	"DB14501"
"DB14498"	"DB00390"
"DB14498"	"DB00511"
"DB14498"	"DB01078"
"DB14498"	"DB01158"
"DB14498"	"DB01188"
"DB14498"	"DB01345"
"DB14498"	"DB01378"
"DB14498"	"DB01396"
"DB14498"	"DB01430"
"DB14498"	"DB13996"
"DB14498"	"DB14498"
"DB14498"	"DB14499"
"DB14499"	"DB00390"
"DB14499"	"DB00511"
"DB14499"	"DB01078"
"DB14499"	"DB01158"
"DB14499"	"DB01188"
"DB14499"	"DB01345"
"DB14499"	"DB01378"
"DB14499"	"DB01396"
"DB14499"	"DB01430"
"DB14499"	"DB13996"
"DB14499"	"DB14498"
"DB14499"	"DB14499"
"DB14501"	"DB01592"
"DB14501"	"DB14488"
"DB14501"	"DB14489"
"DB14501"	"DB14490"
"DB14501"	"DB14491"
"DB14501"	"DB14501"
"DB14507"	"DB14507"
"DB14507"	"DB14509"
"DB14509"	"DB14507"
"DB14509"	"DB14509"
"DB14512"	"DB00351"
"DB14512"	"DB00764"
"DB14512"	"DB08906"
"DB14512"	"DB14512"
"DB14517"	"DB01370"
"DB14517"	"DB14517"
"DB14517"	"DB14518"
"DB14518"	"DB01370"
"DB14518"	"DB14517"
"DB14518"	"DB14518"
"DB14520"	"DB13949"
"DB14520"	"DB14520"
"DB14527"	"DB11136"
"DB14527"	"DB14527"
"DB14527"	"DB14528"
"DB14527"	"DB14529"
"DB14527"	"DB14530"
"DB14528"	"DB11136"
"DB14528"	"DB14527"
"DB14528"	"DB14528"
"DB14528"	"DB14529"
"DB14528"	"DB14530"
"DB14529"	"DB11136"
"DB14529"	"DB14527"
"DB14529"	"DB14528"
"DB14529"	"DB14529"
"DB14529"	"DB14530"
"DB14530"	"DB11136"
"DB14530"	"DB14527"
"DB14530"	"DB14528"
"DB14530"	"DB14529"
"DB14530"	"DB14530"
"DB14533"	"DB01593"
"DB14533"	"DB14487"
"DB14533"	"DB14533"
"DB14538"	"DB00741"
"DB14538"	"DB14538"
"DB14538"	"DB14539"
"DB14538"	"DB14540"
"DB14538"	"DB14541"
"DB14538"	"DB14542"
"DB14538"	"DB14543"
"DB14538"	"DB14544"
"DB14539"	"DB00741"
"DB14539"	"DB14538"
"DB14539"	"DB14539"
"DB14539"	"DB14540"
"DB14539"	"DB14541"
"DB14539"	"DB14542"
"DB14539"	"DB14543"
"DB14539"	"DB14544"
"DB14540"	"DB00741"
"DB14540"	"DB14538"
"DB14540"	"DB14539"
"DB14540"	"DB14540"
"DB14540"	"DB14541"
"DB14540"	"DB14542"
"DB14540"	"DB14543"
"DB14540"	"DB14544"
"DB14541"	"DB00741"
"DB14541"	"DB14538"
"DB14541"	"DB14539"
"DB14541"	"DB14540"
"DB14541"	"DB14541"
"DB14541"	"DB14542"
"DB14541"	"DB14543"
"DB14541"	"DB14544"
"DB14542"	"DB00741"
"DB14542"	"DB14538"
"DB14542"	"DB14539"
"DB14542"	"DB14540"
"DB14542"	"DB14541"
"DB14542"	"DB14542"
"DB14542"	"DB14543"
"DB14542"	"DB14544"
"DB14543"	"DB00741"
"DB14543"	"DB14538"
"DB14543"	"DB14539"
"DB14543"	"DB14540"
"DB14543"	"DB14541"
"DB14543"	"DB14542"
"DB14543"	"DB14543"
"DB14543"	"DB14544"
"DB14544"	"DB00741"
"DB14544"	"DB14538"
"DB14544"	"DB14539"
"DB14544"	"DB14540"
"DB14544"	"DB14541"
"DB14544"	"DB14542"
"DB14544"	"DB14543"
"DB14544"	"DB14544"
"DB14562"	"DB14562"
"DB14568"	"DB14568"
"DB14575"	"DB09119"
"DB14575"	"DB14575"
"DB14597"	"DB05311"
"DB14597"	"DB14597"
"DB14639"	"DB00621"
"DB14639"	"DB00665"
"DB14639"	"DB00984"
"DB14639"	"DB01128"
"DB14639"	"DB01420"
"DB14639"	"DB01541"
"DB14639"	"DB08804"
"DB14639"	"DB08899"
"DB14639"	"DB11429"
"DB14639"	"DB11447"
"DB14639"	"DB13155"
"DB14639"	"DB14639"
"DB14642"	"DB00035"
"DB14642"	"DB00067"
"DB14642"	"DB02638"
"DB14642"	"DB14642"
"DB14700"	"DB14700"
"DB14707"	"DB09035"
"DB14707"	"DB09037"
"DB14707"	"DB14707"
"DB14723"	"DB14723"
"DB14724"	"DB14724"
"DB14731"	"DB14731"
"DB14738"	"DB09109"
"DB14738"	"DB14738"
"DB14751"	"DB14751"
"DB14754"	"DB00830"
"DB14754"	"DB00937"
"DB14754"	"DB14754"
"DB14762"	"DB05679"
"DB14762"	"DB14004"
"DB14762"	"DB14762"
