"Other_symbol"	"Type_of_symbol"	"Approved.symbol"	"NCBI.Gene.ID"	"Ensembl.gene.ID"
"LOR"	"Previous_symbol"	"LORICRIN"	"     4014"	"ENSG00000203782"
"DFNB77"	"Previous_symbol"	"LOXHD1"	"   125336"	"ENSG00000167210"
"LP"	"Previous_symbol"	"LPA"	"     4018"	"ENSG00000198670"
"APOAL"	"Previous_symbol"	"LPAL2"	"    80350"	"ENSG00000213071"
"EDG2"	"Previous_symbol"	"LPAR1"	"     1902"	"ENSG00000198121"
"EDG4"	"Previous_symbol"	"LPAR2"	"     9170"	"ENSG00000064547"
"EDG7"	"Previous_symbol"	"LPAR3"	"    23566"	"ENSG00000171517"
"GPR23"	"Previous_symbol"	"LPAR4"	"     2846"	"ENSG00000147145"
"GPR93"	"Previous_symbol"	"LPAR5"	"    57121"	"ENSG00000184574"
"GPR92"	"Previous_symbol"	"LPAR5"	"    57121"	"ENSG00000184574"
"P2RY5"	"Previous_symbol"	"LPAR6"	"    10161"	"ENSG00000139679"
"AYTL2"	"Previous_symbol"	"LPCAT1"	"    79888"	"ENSG00000153395"
"AYTL1"	"Previous_symbol"	"LPCAT2"	"    54947"	"ENSG00000087253"
"OACT5"	"Previous_symbol"	"LPCAT3"	"    10162"	"ENSG00000111684"
"MBOAT5"	"Previous_symbol"	"LPCAT3"	"    10162"	"ENSG00000111684"
"AYTL3"	"Previous_symbol"	"LPCAT4"	"   254531"	"ENSG00000176454"
"AGPAT7"	"Previous_symbol"	"LPCAT4"	"   254531"	"ENSG00000176454"
"FAM34A"	"Previous_symbol"	"LPGAT1"	"     9926"	"ENSG00000123684"
"FAM34BP"	"Previous_symbol"	"LPGAT1P1"	"100129398"	NA
"FAM34A2P"	"Previous_symbol"	"LPGAT1P1"	"100129398"	NA
"LIPN3L"	"Previous_symbol"	"LPIN3"	"    64900"	"ENSG00000132793"
"LIPD"	"Previous_symbol"	"LPL"	"     4023"	"ENSG00000175445"
"FAM84A"	"Previous_symbol"	"LRATD1"	"   151354"	"ENSG00000162981"
"FAM84B"	"Previous_symbol"	"LRATD2"	"   157638"	"ENSG00000168672"
"CDC4L"	"Previous_symbol"	"LRBA"	"      987"	"ENSG00000198589"
"CHDC1"	"Previous_symbol"	"LRCH1"	"    23143"	"ENSG00000136141"
"LRN"	"Previous_symbol"	"LRCH4"	"     4034"	"ENSG00000077454"
"LRRN1"	"Previous_symbol"	"LRCH4"	"     4034"	"ENSG00000077454"
"KIAA1246"	"Previous_symbol"	"LRFN2"	"    57497"	"ENSG00000156564"
"SALM1"	"Previous_symbol"	"LRFN2"	"    57497"	"ENSG00000156564"
"C14orf146"	"Previous_symbol"	"LRFN5"	"   145581"	"ENSG00000165379"
"C1orf103"	"Previous_symbol"	"LRIF1"	"    55791"	"ENSG00000121931"
"LRRC21"	"Previous_symbol"	"LRIT1"	"    26103"	"ENSG00000148602"
"LRRC22"	"Previous_symbol"	"LRIT2"	"   340745"	"ENSG00000204033"
"C10orf11"	"Previous_symbol"	"LRMDA"	"    83938"	"ENSG00000148655"
"APR"	"Previous_symbol"	"LRP1"	"     4035"	"ENSG00000123384"
"A2MR"	"Previous_symbol"	"LRP1"	"     4035"	"ENSG00000123384"
"IGFBP3R1"	"Previous_symbol"	"LRP1"	"     4035"	"ENSG00000123384"
"IGFBP-3R"	"Previous_symbol"	"LRP1"	"     4035"	"ENSG00000123384"
"LRP7"	"Previous_symbol"	"LRP5"	"     4041"	"ENSG00000162337"
"OPPG"	"Previous_symbol"	"LRP5"	"     4041"	"ENSG00000162337"
"EVR1"	"Previous_symbol"	"LRP5"	"     4041"	"ENSG00000162337"
"A2MRAP"	"Previous_symbol"	"LRPAP1"	"     4043"	"ENSG00000163956"
"RAP"	"Previous_symbol"	"LRPAP1"	"     4043"	"ENSG00000163956"
"LSFC"	"Previous_symbol"	"LRPPRC"	"    10128"	"ENSG00000138095"
"PPIL5"	"Previous_symbol"	"LRR1"	"   122769"	"ENSG00000165501"
"LUZP3"	"Previous_symbol"	"LRRC2-AS1"	"    83598"	NA
"LUZPP1"	"Previous_symbol"	"LRRC2-AS1"	"    83598"	NA
"LUZP3P"	"Previous_symbol"	"LRRC2-AS1"	"    83598"	NA
"C21orf102"	"Previous_symbol"	"LRRC3"	"    81543"	"ENSG00000160233"
"LRRC3DN"	"Previous_symbol"	"LRRC3"	"    81543"	"ENSG00000160233"
"C21orf30"	"Previous_symbol"	"LRRC3"	"    81543"	"ENSG00000160233"
"LRRC3-AS1"	"Previous_symbol"	"LRRC3-DT"	"100861510"	"ENSG00000229356"
"LRIG4"	"Previous_symbol"	"LRRC4B"	"    94030"	"ENSG00000131409"
"LRRC8"	"Previous_symbol"	"LRRC8A"	"    56262"	"ENSG00000136802"
"LRRC5"	"Previous_symbol"	"LRRC8D"	"    55144"	"ENSG00000171492"
"FBXL9"	"Previous_symbol"	"LRRC29"	"    26231"	"ENSG00000125122"
"D11S833E"	"Previous_symbol"	"LRRC32"	"     2615"	"ENSG00000137507"
"GARP"	"Previous_symbol"	"LRRC32"	"     2615"	"ENSG00000137507"
"LRRC37A4"	"Previous_symbol"	"LRRC37A4P"	"    55073"	"ENSG00000214425"
"C9orf29"	"Previous_symbol"	"LRRC37A5P"	"   652972"	"ENSG00000204173"
"LRRC37B2"	"Previous_symbol"	"LRRC37BP1"	"   147172"	"ENSG00000250462"
"C1orf92"	"Previous_symbol"	"LRRC71"	"   149499"	"ENSG00000160838"
"C6orf154"	"Previous_symbol"	"LRRC73"	"   221424"	"ENSG00000204052"
"C14orf166B"	"Previous_symbol"	"LRRC74A"	"   145497"	"ENSG00000100565"
"LRRC74"	"Previous_symbol"	"LRRC74A"	"   145497"	"ENSG00000100565"
"C17orf76"	"Previous_symbol"	"LRRC75A"	"   388341"	"ENSG00000181350"
"FAM211A"	"Previous_symbol"	"LRRC75A"	"   388341"	"ENSG00000181350"
"C22orf36"	"Previous_symbol"	"LRRC75B"	"   388886"	"ENSG00000178026"
"FAM211B"	"Previous_symbol"	"LRRC75B"	"   388886"	"ENSG00000178026"
"LINC01330"	"Previous_symbol"	"LRRC77P"	"   646168"	"ENSG00000244227"
"LRRC44"	"Previous_symbol"	"LRRIQ3"	"   127255"	"ENSG00000162620"
"PARK8"	"Previous_symbol"	"LRRK2"	"   120892"	"ENSG00000188906"
"LRRN5"	"Previous_symbol"	"LRRN2"	"    10446"	"ENSG00000170382"
"C20orf75"	"Previous_symbol"	"LRRN4"	"   164312"	"ENSG00000125872"
"LRRC51"	"Previous_symbol"	"LRTOMT"	"   220074"	"ENSG00000184154"
"DFNB63"	"Previous_symbol"	"LRTOMT"	"   220074"	"ENSG00000184154"
"C6orf28"	"Previous_symbol"	"LSM2"	"    57819"	"ENSG00000204392"
"LSM6P"	"Previous_symbol"	"LSM6P1"	"100129011"	NA
"LSM12P"	"Previous_symbol"	"LSM12P1"	"   653122"	"ENSG00000232024"
"C19orf13"	"Previous_symbol"	"LSM14A"	"    26065"	"ENSG00000257103"
"FAM61A"	"Previous_symbol"	"LSM14A"	"    26065"	"ENSG00000257103"
"C20orf40"	"Previous_symbol"	"LSM14B"	"   149986"	"ENSG00000149657"
"FAM61B"	"Previous_symbol"	"LSM14B"	"   149986"	"ENSG00000149657"
"C7orf53"	"Previous_symbol"	"LSMEM1"	"   286006"	"ENSG00000181016"
"C3orf45"	"Previous_symbol"	"LSMEM2"	"   132228"	"ENSG00000179564"
"TNFB"	"Previous_symbol"	"LTA"	"     4049"	"ENSG00000226979"
"TNFC"	"Previous_symbol"	"LTB"	"     4050"	"ENSG00000227507"
"P2RY7"	"Previous_symbol"	"LTB4R"	"     1241"	"ENSG00000213903"
"GPR16"	"Previous_symbol"	"LTB4R"	"     1241"	"ENSG00000213903"
"CMKRL1"	"Previous_symbol"	"LTB4R"	"     1241"	"ENSG00000213903"
"LTBP3"	"Previous_symbol"	"LTBP2"	"     4053"	"ENSG00000119681"
"C14orf141"	"Previous_symbol"	"LTBP2"	"     4053"	"ENSG00000119681"
"LTBP2"	"Previous_symbol"	"LTBP3"	"     4054"	"ENSG00000168056"
"D12S370"	"Previous_symbol"	"LTBR"	"     4055"	"ENSG00000111321"
"C21orf98"	"Previous_symbol"	"LTN1"	"    26046"	"ENSG00000198862"
"C21orf10"	"Previous_symbol"	"LTN1"	"    26046"	"ENSG00000198862"
"ZNF294"	"Previous_symbol"	"LTN1"	"    26046"	"ENSG00000198862"
"RNF160"	"Previous_symbol"	"LTN1"	"    26046"	"ENSG00000198862"
"ORAOV1"	"Previous_symbol"	"LTO1"	"   220064"	"ENSG00000149716"
"C6orf93"	"Previous_symbol"	"LTV1"	"    84946"	"ENSG00000135521"
"LDC"	"Previous_symbol"	"LUM"	"     4060"	"ENSG00000139329"
"C1orf190"	"Previous_symbol"	"LURAP1"	"   541468"	"ENSG00000171357"
"C9orf150"	"Previous_symbol"	"LURAP1L"	"   286343"	"ENSG00000153714"
"C6orf19"	"Previous_symbol"	"LY6G5B"	"    58496"	"ENSG00000240053"
"C6orf20"	"Previous_symbol"	"LY6G5C"	"    80741"	"ENSG00000204428"
"C6orf24"	"Previous_symbol"	"LY6G6C"	"    80740"	"ENSG00000204421"
"C6orf23"	"Previous_symbol"	"LY6G6D"	"    58530"	"ENSG00000244355"
"C6orf22"	"Previous_symbol"	"LY6G6E"	"    79136"	"ENSG00000255552"
"LY6G6D"	"Previous_symbol"	"LY6G6F"	"   259215"	"ENSG00000204424"
"C6orf21"	"Previous_symbol"	"LY6G6F"	"   259215"	"ENSG00000204424"
"LY86AS"	"Previous_symbol"	"LY86-AS1"	"   285780"	"ENSG00000216863"
"LY86-AS"	"Previous_symbol"	"LY86-AS1"	"   285780"	"ENSG00000216863"
"LYPDC1"	"Previous_symbol"	"LYPD1"	"   116372"	"ENSG00000150551"
"LYPDC2"	"Previous_symbol"	"LYPD2"	"   137797"	"ENSG00000197353"
"LYPLA2L"	"Previous_symbol"	"LYPLA2P1"	"   653639"	"ENSG00000228285"
"LYPLAL1-AS1"	"Previous_symbol"	"LYPLAL1-DT"	"   643723"	"ENSG00000228063"
"C6orf149"	"Previous_symbol"	"LYRM4"	"    57128"	"ENSG00000214113"
"C5orf31"	"Previous_symbol"	"LYRM7"	"    90624"	"ENSG00000186687"
"C17orf108"	"Previous_symbol"	"LYRM9"	"   201229"	"ENSG00000232859"
"CHS1"	"Previous_symbol"	"LYST"	"     1130"	"ENSG00000143669"
"LYST-IT2"	"Previous_symbol"	"LYST-AS1"	NA	"ENSG00000229463"
"XLKD1"	"Previous_symbol"	"LYVE1"	"    10894"	"ENSG00000133800"
"C2orf65"	"Previous_symbol"	"M1AP"	"   130951"	"ENSG00000159374"
"C1orf161"	"Previous_symbol"	"MAB21L3"	"   126868"	"ENSG00000173212"
"C2orf54"	"Previous_symbol"	"MAB21L4"	"    79919"	"ENSG00000172478"
"C5orf30"	"Previous_symbol"	"MACIR"	"    90355"	"ENSG00000181751"
"TMEM57"	"Previous_symbol"	"MACO1"	"    55219"	"ENSG00000204178"
"C20orf133"	"Previous_symbol"	"MACROD2"	"   140733"	"ENSG00000172264"
"NCRNA00186"	"Previous_symbol"	"MACROD2-AS1"	"100379174"	"ENSG00000235914"
"C20orf68"	"Previous_symbol"	"MACROD2-IT1"	"   140848"	"ENSG00000227927"
"NCRNA00227"	"Previous_symbol"	"MACROD2-IT1"	"   140848"	"ENSG00000227927"
"H2AFY"	"Previous_symbol"	"MACROH2A1"	"     9555"	"ENSG00000113648"
"H2AFY2"	"Previous_symbol"	"MACROH2A2"	"    55506"	"ENSG00000099284"
"MAD2L1P"	"Previous_symbol"	"MAD2L1P1"	"   326596"	"ENSG00000258445"
"KRML"	"Previous_symbol"	"MAFB"	"     9935"	"ENSG00000204103"
"MAFG-AS1"	"Previous_symbol"	"MAFG-DT"	"    92659"	"ENSG00000265688"
"GMA"	"Previous_symbol"	"MAG"	"     4099"	"ENSG00000105695"
"MAGE1"	"Previous_symbol"	"MAGEA1"	"     4100"	"ENSG00000198681"
"MAGE2"	"Previous_symbol"	"MAGEA2"	"     4101"	"ENSG00000268606"
"MAGE3"	"Previous_symbol"	"MAGEA3"	"     4102"	"ENSG00000221867"
"MAGE4"	"Previous_symbol"	"MAGEA4"	"     4103"	"ENSG00000147381"
"MAGE5"	"Previous_symbol"	"MAGEA5"	"     4104"	"ENSG00000242520"
"MAGE6"	"Previous_symbol"	"MAGEA6"	"     4105"	"ENSG00000197172"
"MAGE7"	"Previous_symbol"	"MAGEA7P"	"     4106"	"ENSG00000224732"
"MAGEA7"	"Previous_symbol"	"MAGEA7P"	"     4106"	"ENSG00000224732"
"MAGE8"	"Previous_symbol"	"MAGEA8"	"     4107"	"ENSG00000156009"
"MAGE9"	"Previous_symbol"	"MAGEA9"	"     4108"	"ENSG00000123584"
"MAGE10"	"Previous_symbol"	"MAGEA10"	"     4109"	"ENSG00000124260"
"MAGE11"	"Previous_symbol"	"MAGEA11"	"     4110"	"ENSG00000185247"
"MAGE12"	"Previous_symbol"	"MAGEA12"	"     4111"	"ENSG00000213401"
"MAGEB6P1"	"Previous_symbol"	"MAGEB6B"	"   392433"	"ENSG00000232030"
"MAGEE1"	"Previous_symbol"	"MAGEC2"	"    51438"	"ENSG00000046774"
"NDNL1"	"Previous_symbol"	"MAGEL2"	"    54551"	"ENSG00000254585"
"BAIAP1"	"Previous_symbol"	"MAGI1"	"     9223"	"ENSG00000151276"
"MAGOH2"	"Previous_symbol"	"MAGOH2P"	"100506898"	"ENSG00000264176"
"MAGOHP"	"Previous_symbol"	"MAGOH3P"	"    90352"	"ENSG00000270975"
"AZIN1-AS1"	"Previous_symbol"	"MAILR"	"100506753"	"ENSG00000253320"
"C2orf47"	"Previous_symbol"	"MAIP1"	"    79568"	"ENSG00000162972"
"C11orf85"	"Previous_symbol"	"MAJIN"	"   283129"	"ENSG00000168070"
"RBM13"	"Previous_symbol"	"MAK16"	"    84549"	"ENSG00000198042"
"LINC01024"	"Previous_symbol"	"MALINC1"	"100505636"	"ENSG00000245146"
"C10orf112"	"Previous_symbol"	"MALRD1"	"   340895"	"ENSG00000204740"
"C7orf30"	"Previous_symbol"	"MALSU1"	"   115416"	"ENSG00000156928"
"MLT"	"Previous_symbol"	"MALT1"	"    10892"	"ENSG00000172175"
"TNRC3"	"Previous_symbol"	"MAML3"	"    55534"	"ENSG00000196782"
"CXorf6"	"Previous_symbol"	"MAMLD1"	"    10046"	"ENSG00000013619"
"MAN1B1-AS1"	"Previous_symbol"	"MAN1B1-DT"	"100289341"	"ENSG00000268996"
"MANA2"	"Previous_symbol"	"MAN2A1"	"     4124"	"ENSG00000112893"
"MANB"	"Previous_symbol"	"MAN2B1"	"     4125"	"ENSG00000104774"
"MANA1"	"Previous_symbol"	"MAN2C1"	"     4123"	"ENSG00000140400"
"MANA"	"Previous_symbol"	"MAN2C1"	"     4123"	"ENSG00000140400"
"LINC00704"	"Previous_symbol"	"MANCR"	"100216001"	"ENSG00000231298"
"MANEA-AS1"	"Previous_symbol"	"MANEA-DT"	"101927288"	"ENSG00000261366"
"ARMET"	"Previous_symbol"	"MANF"	"     7873"	"ENSG00000145050"
"MAP1L"	"Previous_symbol"	"MAP1A"	"     4130"	"ENSG00000166963"
"C19orf5"	"Previous_symbol"	"MAP1S"	"    55201"	"ENSG00000130479"
"VCY2IP1"	"Previous_symbol"	"MAP1S"	"    55201"	"ENSG00000130479"
"BPY2IP1"	"Previous_symbol"	"MAP1S"	"    55201"	"ENSG00000130479"
"PRKMK1"	"Previous_symbol"	"MAP2K1"	"     5604"	"ENSG00000169032"
"PRKMK2"	"Previous_symbol"	"MAP2K2"	"     5605"	"ENSG00000126934"
"PRKMK3"	"Previous_symbol"	"MAP2K3"	"     5606"	"ENSG00000034152"
"SERK1"	"Previous_symbol"	"MAP2K4"	"     6416"	"ENSG00000065559"
"PRKMK5"	"Previous_symbol"	"MAP2K5"	"     5607"	"ENSG00000137764"
"PRKMK6"	"Previous_symbol"	"MAP2K6"	"     5608"	"ENSG00000108984"
"PRKMK7"	"Previous_symbol"	"MAP2K7"	"     5609"	"ENSG00000076984"
"MEKK1"	"Previous_symbol"	"MAP3K1"	"     4214"	"ENSG00000095015"
"MEKK2"	"Previous_symbol"	"MAP3K2"	"    10746"	"ENSG00000169967"
"MEKK3"	"Previous_symbol"	"MAP3K3"	"     4215"	"ENSG00000198909"
"MEKK4"	"Previous_symbol"	"MAP3K4"	"     4216"	"ENSG00000085511"
"MEKK5"	"Previous_symbol"	"MAP3K5"	"     4217"	"ENSG00000197442"
"TAK1"	"Previous_symbol"	"MAP3K7"	"     6885"	"ENSG00000135341"
"C21orf7"	"Previous_symbol"	"MAP3K7CL"	"    56911"	"ENSG00000156265"
"COT"	"Previous_symbol"	"MAP3K8"	"     1326"	"ENSG00000107968"
"ESTF"	"Previous_symbol"	"MAP3K8"	"     1326"	"ENSG00000107968"
"MLK1"	"Previous_symbol"	"MAP3K9"	"     4293"	"ENSG00000006432"
"MLK2"	"Previous_symbol"	"MAP3K10"	"     4294"	"ENSG00000130758"
"MLK3"	"Previous_symbol"	"MAP3K11"	"     4296"	"ENSG00000173327"
"PTK1"	"Previous_symbol"	"MAP3K11"	"     4296"	"ENSG00000173327"
"ZPK"	"Previous_symbol"	"MAP3K12"	"     7786"	"ENSG00000139625"
"YSK4"	"Previous_symbol"	"MAP3K19"	"    80122"	"ENSG00000176601"
"MLK7-AS1"	"Previous_symbol"	"MAP3K20-AS1"	"   339751"	"ENSG00000238133"
"RAB8IP"	"Previous_symbol"	"MAP4K2"	"     5871"	"ENSG00000168067"
"RAB8IPL1"	"Previous_symbol"	"MAP4K3"	"     8491"	"ENSG00000011566"
"PARCC1"	"Previous_symbol"	"MAP7D1"	"    55700"	"ENSG00000116871"
"RPRC1"	"Previous_symbol"	"MAP7D1"	"    55700"	"ENSG00000116871"
"KIAA1383"	"Previous_symbol"	"MAP10"	"    54627"	"ENSG00000212916"
"PRKM2"	"Previous_symbol"	"MAPK1"	"     5594"	"ENSG00000100030"
"PRKM1"	"Previous_symbol"	"MAPK1"	"     5594"	"ENSG00000100030"
"C14orf32"	"Previous_symbol"	"MAPK1IP1L"	"    93487"	"ENSG00000168175"
"PRKM3"	"Previous_symbol"	"MAPK3"	"     5595"	"ENSG00000102882"
"PRKM4"	"Previous_symbol"	"MAPK4"	"     5596"	"ENSG00000141639"
"PRKM6"	"Previous_symbol"	"MAPK6"	"     5597"	"ENSG00000069956"
"MAPK6PS1"	"Previous_symbol"	"MAPK6P1"	"   317686"	"ENSG00000206144"
"MAPK6PS2"	"Previous_symbol"	"MAPK6P2"	"   254664"	"ENSG00000223488"
"MAPK6PS3"	"Previous_symbol"	"MAPK6P3"	"   317684"	"ENSG00000237263"
"MAPK6PS4"	"Previous_symbol"	"MAPK6P4"	"   286065"	"ENSG00000215179"
"MAPK6PS5"	"Previous_symbol"	"MAPK6P5"	"   286156"	"ENSG00000254185"
"MAPK6PS6"	"Previous_symbol"	"MAPK6P6"	"   282967"	"ENSG00000226389"
"PRKM7"	"Previous_symbol"	"MAPK7"	"     5598"	"ENSG00000166484"
"PRKM8"	"Previous_symbol"	"MAPK8"	"     5599"	"ENSG00000107643"
"PRKM8IP"	"Previous_symbol"	"MAPK8IP1"	"     9479"	"ENSG00000121653"
"PRKM8IPP"	"Previous_symbol"	"MAPK8IP1P1"	"   644253"	"ENSG00000262500"
"MAPK8IPP"	"Previous_symbol"	"MAPK8IP1P1"	"   644253"	"ENSG00000262500"
"PRKM8IPL"	"Previous_symbol"	"MAPK8IP2"	"    23542"	"ENSG00000008735"
"PRKM9"	"Previous_symbol"	"MAPK9"	"     5601"	"ENSG00000050748"
"PRKM10"	"Previous_symbol"	"MAPK10"	"     5602"	"ENSG00000109339"
"PRKM11"	"Previous_symbol"	"MAPK11"	"     5600"	"ENSG00000185386"
"SAPK3"	"Previous_symbol"	"MAPK12"	"     6300"	"ENSG00000188130"
"PRKM13"	"Previous_symbol"	"MAPK13"	"     5603"	"ENSG00000156711"
"CSPB1"	"Previous_symbol"	"MAPK14"	"     1432"	"ENSG00000112062"
"CSBP1"	"Previous_symbol"	"MAPK14"	"     1432"	"ENSG00000112062"
"CSBP2"	"Previous_symbol"	"MAPK14"	"     1432"	"ENSG00000112062"
"C12orf47"	"Previous_symbol"	"MAPKAPK5-AS1"	"    51275"	"ENSG00000234608"
"MAPRE1P"	"Previous_symbol"	"MAPRE1P1"	"    80327"	"ENSG00000253915"
"DDPAC"	"Previous_symbol"	"MAPT"	"     4137"	"ENSG00000186868"
"MAPTL"	"Previous_symbol"	"MAPT"	"     4137"	"ENSG00000186868"
"MARCH1"	"Previous_symbol"	"MARCHF1"	"    55016"	"ENSG00000145416"
"MARCH2"	"Previous_symbol"	"MARCHF2"	"    51257"	"ENSG00000099785"
"MARCH3"	"Previous_symbol"	"MARCHF3"	"   115123"	"ENSG00000173926"
"MARCH4"	"Previous_symbol"	"MARCHF4"	"    57574"	"ENSG00000144583"
"RNF153"	"Previous_symbol"	"MARCHF5"	"    54708"	"ENSG00000198060"
"MARCH5"	"Previous_symbol"	"MARCHF5"	"    54708"	"ENSG00000198060"
"MARCH6"	"Previous_symbol"	"MARCHF6"	"    10299"	"ENSG00000145495"
"AXOT"	"Previous_symbol"	"MARCHF7"	"    64844"	"ENSG00000136536"
"MARCH7"	"Previous_symbol"	"MARCHF7"	"    64844"	"ENSG00000136536"
"MIR"	"Previous_symbol"	"MARCHF8"	"   220972"	"ENSG00000165406"
"MARCH8"	"Previous_symbol"	"MARCHF8"	"   220972"	"ENSG00000165406"
"MARCH9"	"Previous_symbol"	"MARCHF9"	"    92979"	"ENSG00000139266"
"RNF190"	"Previous_symbol"	"MARCHF10"	"   162333"	"ENSG00000173838"
"MARCH10"	"Previous_symbol"	"MARCHF10"	"   162333"	"ENSG00000173838"
"MARCH10-DT"	"Previous_symbol"	"MARCHF10-DT"	"101927877"	"ENSG00000265000"
"MARCH11"	"Previous_symbol"	"MARCHF11"	"   441061"	"ENSG00000183654"
"MARCH11-AS1"	"Previous_symbol"	"MARCHF11-AS1"	"107986407"	"ENSG00000250981"
"MACS"	"Previous_symbol"	"MARCKS"	"     4082"	"ENSG00000277443"
"MLP"	"Previous_symbol"	"MARCKSL1"	"    65108"	"ENSG00000175130"
"MACSL1"	"Previous_symbol"	"MARCKSP1"	"     4083"	NA
"KIAA0430"	"Previous_symbol"	"MARF1"	"     9665"	"ENSG00000166783"
"EMK1"	"Previous_symbol"	"MARK2"	"     2011"	"ENSG00000072518"
"MARKL1"	"Previous_symbol"	"MARK4"	"    57787"	"ENSG00000007047"
"MARS"	"Previous_symbol"	"MARS1"	"     4141"	"ENSG00000166986"
"MRVLDC1"	"Previous_symbol"	"MARVELD1"	"    83742"	"ENSG00000155254"
"MRVLDC2"	"Previous_symbol"	"MARVELD2"	"   153562"	"ENSG00000152939"
"DFNB49"	"Previous_symbol"	"MARVELD2"	"   153562"	"ENSG00000152939"
"MRVLDC3"	"Previous_symbol"	"MARVELD3"	"    91862"	"ENSG00000140832"
"MAS1LP"	"Previous_symbol"	"MAS1LP1"	"   646366"	"ENSG00000230164"
"CRARF"	"Previous_symbol"	"MASP1"	"     5648"	"ENSG00000127241"
"PRSS5"	"Previous_symbol"	"MASP1"	"     5648"	"ENSG00000127241"
"MASP1P1"	"Previous_symbol"	"MASP2"	"    10747"	"ENSG00000009724"
"CRTM"	"Previous_symbol"	"MATN1"	"     4146"	"ENSG00000162510"
"CMP"	"Previous_symbol"	"MATN1"	"     4146"	"ENSG00000162510"
"MPD2"	"Previous_symbol"	"MATR3"	"     9782"	"ENSG00000015479"
"KIAA0892"	"Previous_symbol"	"MAU2"	"    23383"	"ENSG00000129933"
"C3orf59"	"Previous_symbol"	"MB21D2"	"   151963"	"ENSG00000180611"
"MBD3L"	"Previous_symbol"	"MBD3L1"	"    85509"	"ENSG00000170948"
"MBL1P1"	"Previous_symbol"	"MBL1P"	"     8512"	"ENSG00000242600"
"MBL"	"Previous_symbol"	"MBL2"	"     4153"	"ENSG00000165471"
"COLEC2"	"Previous_symbol"	"MBL3P"	"    50639"	"ENSG00000219430"
"MBNL"	"Previous_symbol"	"MBNL1"	"     4154"	"ENSG00000152601"
"OACT1"	"Previous_symbol"	"MBOAT1"	"   154141"	"ENSG00000172197"
"OACT2"	"Previous_symbol"	"MBOAT2"	"   129642"	"ENSG00000143797"
"OACT4"	"Previous_symbol"	"MBOAT4"	"   619373"	"ENSG00000177669"
"LENG4"	"Previous_symbol"	"MBOAT7"	"    79143"	"ENSG00000125505"
"KFSD"	"Previous_symbol"	"MBTPS2"	"    51360"	"ENSG00000012174"
"C19orf59"	"Previous_symbol"	"MCEMP1"	"   199675"	"ENSG00000183019"
"C6orf44"	"Previous_symbol"	"MCFD2P1"	"   645927"	"ENSG00000237154"
"MCFD2L"	"Previous_symbol"	"MCFD2P1"	"   645927"	"ENSG00000237154"
"GPR24"	"Previous_symbol"	"MCHR1"	"     2847"	"ENSG00000128285"
"GPR145"	"Previous_symbol"	"MCHR2"	"    84539"	"ENSG00000152034"
"MCIN"	"Previous_symbol"	"MCIDAS"	"   345643"	"ENSG00000234602"
"CCNL1"	"Previous_symbol"	"MCM2"	"     4171"	"ENSG00000073111"
"CDCL1"	"Previous_symbol"	"MCM2"	"     4171"	"ENSG00000073111"
"C21orf85"	"Previous_symbol"	"MCM3AP-AS1"	"   114044"	"ENSG00000215424"
"MCM3APAS"	"Previous_symbol"	"MCM3AP-AS1"	"   114044"	"ENSG00000215424"
"MCM3AP-AS"	"Previous_symbol"	"MCM3AP-AS1"	"   114044"	"ENSG00000215424"
"CDC21"	"Previous_symbol"	"MCM4"	"     4173"	"ENSG00000104738"
"CDC46"	"Previous_symbol"	"MCM5"	"     4174"	"ENSG00000100297"
"MCM2"	"Previous_symbol"	"MCM7"	"     4176"	"ENSG00000166508"
"C20orf154"	"Previous_symbol"	"MCM8"	"    84515"	"ENSG00000125885"
"MCMDC1"	"Previous_symbol"	"MCM9"	"   254394"	"ENSG00000111877"
"C6orf61"	"Previous_symbol"	"MCM9"	"   254394"	"ENSG00000111877"
"C10orf119"	"Previous_symbol"	"MCMBP"	"    79892"	"ENSG00000197771"
"C8orf45"	"Previous_symbol"	"MCMDC2"	"   157777"	"ENSG00000178460"
"FAM195B"	"Previous_symbol"	"MCRIP1"	"   348262"	"ENSG00000225663"
"C16orf14"	"Previous_symbol"	"MCRIP2"	"    84331"	"ENSG00000172366"
"FAM195A"	"Previous_symbol"	"MCRIP2"	"    84331"	"ENSG00000172366"
"FAM195CP"	"Previous_symbol"	"MCRIP2P1"	"102388891"	"ENSG00000241418"
"FAM195DP"	"Previous_symbol"	"MCRIP2P2"	NA	"ENSG00000270920"
"MCRIP2P1"	"Previous_symbol"	"MCRIP2P2"	NA	"ENSG00000270920"
"C10orf42"	"Previous_symbol"	"MCU"	"    90550"	"ENSG00000156026"
"CCDC109A"	"Previous_symbol"	"MCU"	"    90550"	"ENSG00000156026"
"CCDC109B"	"Previous_symbol"	"MCUB"	"    55013"	"ENSG00000005059"
"C6orf79"	"Previous_symbol"	"MCUR1"	"    63933"	"ENSG00000050393"
"CCDC90A"	"Previous_symbol"	"MCUR1"	"    63933"	"ENSG00000050393"
"C17orf23"	"Previous_symbol"	"MCUR1P1"	"    53383"	"ENSG00000262402"
"CCDC90AP1"	"Previous_symbol"	"MCUR1P1"	"    53383"	"ENSG00000262402"
"MAMDC1"	"Previous_symbol"	"MDGA2"	"   161357"	"ENSG00000139915"
"NEGF2"	"Previous_symbol"	"MDK"	"     4192"	"ENSG00000110492"
"MEA"	"Previous_symbol"	"MEA1"	"     4201"	"ENSG00000124733"
