"Other_symbol"	"Type_of_symbol"	"Approved.symbol"	"NCBI.Gene.ID"	"Ensembl.gene.ID"
"MGC16121"	"Alias_symbol"	"MIR503HG"	"    84848"	"ENSG00000223749"
"H19X"	"Alias_symbol"	"MIR503HG"	"    84848"	"ENSG00000223749"
"hsa-mir-504"	"Alias_symbol"	"MIR504"	"   574507"	"ENSG00000207800"
"hsa-mir-505"	"Alias_symbol"	"MIR505"	"   574508"	"ENSG00000207633"
"hsa-mir-506"	"Alias_symbol"	"MIR506"	"   574511"	"ENSG00000207731"
"hsa-mir-507"	"Alias_symbol"	"MIR507"	"   574512"	"ENSG00000207969"
"hsa-mir-508"	"Alias_symbol"	"MIR508"	"   574513"	"ENSG00000207589"
"hsa-mir-509"	"Alias_symbol"	"MIR509-1"	"   574514"	"ENSG00000208000"
"hsa-mir-509-1"	"Alias_symbol"	"MIR509-1"	"   574514"	"ENSG00000208000"
"hsa-mir-509-2"	"Alias_symbol"	"MIR509-2"	"100126301"	"ENSG00000212013"
"hsa-mir-509-3"	"Alias_symbol"	"MIR509-3"	"100126337"	"ENSG00000212014"
"hsa-mir-510"	"Alias_symbol"	"MIR510"	"   574515"	"ENSG00000207641"
"hsa-mir-511-1"	"Alias_symbol"	"MIR511"	"   574445"	"ENSG00000207938"
"hsa-mir-511-2"	"Alias_symbol"	"MIR511"	"   574445"	"ENSG00000207938"
"hsa-mir-512-1"	"Alias_symbol"	"MIR512-1"	"   574458"	"ENSG00000207645"
"hsa-mir-512-2"	"Alias_symbol"	"MIR512-2"	"   574459"	"ENSG00000207644"
"hsa-mir-513-1"	"Alias_symbol"	"MIR513A1"	"   574509"	"ENSG00000207873"
"hsa-mir-513a-1"	"Alias_symbol"	"MIR513A1"	"   574509"	"ENSG00000207873"
"hsa-mir-513-2"	"Alias_symbol"	"MIR513A2"	"   574510"	"ENSG00000207984"
"hsa-mir-513b"	"Alias_symbol"	"MIR513B"	"100313822"	"ENSG00000207871"
"hsa-mir-513c"	"Alias_symbol"	"MIR513C"	"100302114"	"ENSG00000216171"
"hsa-mir-514-1"	"Alias_symbol"	"MIR514A1"	"   574516"	"ENSG00000207868"
"hsa-mir-514-2"	"Alias_symbol"	"MIR514A2"	"   574517"	"ENSG00000207866"
"hsa-mir-514-3"	"Alias_symbol"	"MIR514A3"	"   574518"	"ENSG00000207867"
"hsa-mir-514b"	"Alias_symbol"	"MIR514B"	"100422847"	"ENSG00000252583"
"hsa-mir-515-1"	"Alias_symbol"	"MIR515-1"	"   574462"	"ENSG00000207616"
"hsa-mir-515-2"	"Alias_symbol"	"MIR515-2"	"   574465"	"ENSG00000207615"
"hsa-mir-516-1"	"Alias_symbol"	"MIR516A1"	"   574498"	"ENSG00000207767"
"hsa-mir-516a-1"	"Alias_symbol"	"MIR516A1"	"   574498"	"ENSG00000207767"
"hsa-mir-516-2"	"Alias_symbol"	"MIR516A2"	"   574499"	"ENSG00000207620"
"hsa-mir-516a-2"	"Alias_symbol"	"MIR516A2"	"   574499"	"ENSG00000207620"
"hsa-mir-516-4"	"Alias_symbol"	"MIR516B1"	"   574490"	"ENSG00000207946"
"hsa-mir-516b-1"	"Alias_symbol"	"MIR516B1"	"   574490"	"ENSG00000207946"
"hsa-mir-516-3"	"Alias_symbol"	"MIR516B2"	"   574485"	"ENSG00000207925"
"hsa-mir-516b-2"	"Alias_symbol"	"MIR516B2"	"   574485"	"ENSG00000207925"
"hsa-mir-517a"	"Alias_symbol"	"MIR517A"	"   574479"	"ENSG00000207734"
"hsa-mir-517b"	"Alias_symbol"	"MIR517B"	"   574483"	"ENSG00000207837"
"hsa-mir-517c"	"Alias_symbol"	"MIR517C"	"   574492"	"ENSG00000207838"
"hsa-mir-518a-1"	"Alias_symbol"	"MIR518A1"	"   574488"	"ENSG00000207803"
"hsa-mir-518a-2"	"Alias_symbol"	"MIR518A2"	"   574491"	"ENSG00000207699"
"hsa-mir-518b"	"Alias_symbol"	"MIR518B"	"   574474"	"ENSG00000207862"
"hsa-mir-518c"	"Alias_symbol"	"MIR518C"	"   574477"	"ENSG00000283490"
"hsa-mir-518d"	"Alias_symbol"	"MIR518D"	"   574489"	"ENSG00000283330"
"hsa-mir-518e"	"Alias_symbol"	"MIR518E"	"   574487"	"ENSG00000207987"
"hsa-mir-518f"	"Alias_symbol"	"MIR518F"	"   574472"	"ENSG00000207706"
"hsa-mir-519a-1"	"Alias_symbol"	"MIR519A1"	"   574496"	"ENSG00000207992"
"hsa-mir-519a-2"	"Alias_symbol"	"MIR519A2"	"   574500"	NA
"hsa-mir-519b"	"Alias_symbol"	"MIR519B"	"   574469"	"ENSG00000207825"
"hsa-mir-519c"	"Alias_symbol"	"MIR519C"	"   574466"	"ENSG00000207788"
"hsa-mir-519d"	"Alias_symbol"	"MIR519D"	"   574480"	"ENSG00000207981"
"hsa-mir-519e"	"Alias_symbol"	"MIR519E"	"   574463"	"ENSG00000207810"
"hsa-mir-520a"	"Alias_symbol"	"MIR520A"	"   574467"	"ENSG00000207594"
"hsa-mir-520b"	"Alias_symbol"	"MIR520B"	"   574473"	"ENSG00000207722"
"hsa-mir-520c"	"Alias_symbol"	"MIR520C"	"   574476"	"ENSG00000207738"
"hsa-mir-520d"	"Alias_symbol"	"MIR520D"	"   574482"	"ENSG00000207735"
"hsa-mir-520e"	"Alias_symbol"	"MIR520E"	"   574461"	"ENSG00000207599"
"hsa-mir-520f"	"Alias_symbol"	"MIR520F"	"   574464"	"ENSG00000283540"
"hsa-mir-520g"	"Alias_symbol"	"MIR520G"	"   574484"	"ENSG00000207799"
"hsa-mir-520h"	"Alias_symbol"	"MIR520H"	"   574493"	"ENSG00000207861"
"hsa-mir-521-1"	"Alias_symbol"	"MIR521-1"	"   574494"	"ENSG00000207634"
"hsa-mir-521-2"	"Alias_symbol"	"MIR521-2"	"   574481"	"ENSG00000207549"
"hsa-mir-522"	"Alias_symbol"	"MIR522"	"   574495"	NA
"hsa-mir-523"	"Alias_symbol"	"MIR523"	"   574471"	"ENSG00000283455"
"hsa-mir-524"	"Alias_symbol"	"MIR524"	"   574478"	"ENSG00000283289"
"hsa-mir-525"	"Alias_symbol"	"MIR525"	"   574470"	"ENSG00000207711"
"hsa-mir-526a-1"	"Alias_symbol"	"MIR526A1"	"   574475"	"ENSG00000207629"
"hsa-mir-526a-2"	"Alias_symbol"	"MIR526A2"	"   574486"	"ENSG00000211532"
"hsa-mir-526b"	"Alias_symbol"	"MIR526B"	"   574468"	"ENSG00000207580"
"hsa-mir-527"	"Alias_symbol"	"MIR527"	"   574497"	"ENSG00000207979"
"hsa-mir-532"	"Alias_symbol"	"MIR532"	"   693124"	"ENSG00000207758"
"hsa-mir-539"	"Alias_symbol"	"MIR539"	"   664612"	"ENSG00000202560"
"hsa-mir-541"	"Alias_symbol"	"MIR541"	"100126308"	"ENSG00000216179"
"hsa-mir-542"	"Alias_symbol"	"MIR542"	"   664617"	"ENSG00000207784"
"hsa-mir-543"	"Alias_symbol"	"MIR543"	"100126335"	"ENSG00000212040"
"hsa-mir-544"	"Alias_symbol"	"MIR544A"	"   664613"	"ENSG00000207587"
"hsa-mir-544b"	"Alias_symbol"	"MIR544B"	"100422864"	"ENSG00000265981"
"hsa-mir-545"	"Alias_symbol"	"MIR545"	"   664614"	"ENSG00000207820"
"hsa-mir-548a-1"	"Alias_symbol"	"MIR548A1"	"   693125"	"ENSG00000207775"
"hsa-mir-548a-2"	"Alias_symbol"	"MIR548A2"	"   693126"	"ENSG00000207689"
"hsa-mir-548a-3"	"Alias_symbol"	"MIR548A3"	"   693127"	"ENSG00000208032"
"hsa-mir-548aa-1"	"Alias_symbol"	"MIR548AA1"	"100500863"	"ENSG00000207704"
"hsa-mir-548aa-2"	"Alias_symbol"	"MIR548AA2"	"100500895"	"ENSG00000207688"
"hsa-mir-548ab"	"Alias_symbol"	"MIR548AB"	"100616336"	NA
"hsa-mir-548ac"	"Alias_symbol"	"MIR548AC"	"100616384"	NA
"hsa-mir-548ad"	"Alias_symbol"	"MIR548AD"	"100616475"	NA
"hsa-mir-548ae-1"	"Alias_symbol"	"MIR548AE1"	"100616305"	NA
"hsa-mir-548ae-2"	"Alias_symbol"	"MIR548AE2"	"100616339"	NA
"hsa-mir-548ag-1"	"Alias_symbol"	"MIR548AG1"	"100616450"	NA
"hsa-mir-548ag-2"	"Alias_symbol"	"MIR548AG2"	"100616440"	NA
"hsa-mir-548ah"	"Alias_symbol"	"MIR548AH"	"100616254"	NA
"hsa-mir-548ai"	"Alias_symbol"	"MIR548AI"	"100616347"	NA
"hsa-mir-548aj-1"	"Alias_symbol"	"MIR548AJ1"	"100616191"	NA
"hsa-mir-548aj-2"	"Alias_symbol"	"MIR548AJ2"	"100616252"	NA
"hsa-mir-548ak"	"Alias_symbol"	"MIR548AK"	"100616488"	NA
"hsa-mir-548al"	"Alias_symbol"	"MIR548AL"	"100616215"	NA
"hsa-mir-548am"	"Alias_symbol"	"MIR548AM"	"100616428"	NA
"hsa-mir-548an"	"Alias_symbol"	"MIR548AN"	"100616144"	NA
"hsa-mir-548ao"	"Alias_symbol"	"MIR548AO"	"100847068"	NA
"hsa-mir-548ap"	"Alias_symbol"	"MIR548AP"	"100847084"	NA
"hsa-mir-548aq"	"Alias_symbol"	"MIR548AQ"	"100847078"	NA
"hsa-mir-548ar"	"Alias_symbol"	"MIR548AR"	"100847035"	NA
"hsa-mir-548as"	"Alias_symbol"	"MIR548AS"	"100847092"	NA
"hsa-mir-548at"	"Alias_symbol"	"MIR548AT"	"100847030"	NA
"hsa-mir-548au"	"Alias_symbol"	"MIR548AU"	"100847045"	NA
"hsa-mir-548av"	"Alias_symbol"	"MIR548AV"	"100847083"	"ENSG00000263750"
"hsa-mir-548aw"	"Alias_symbol"	"MIR548AW"	"100846992"	NA
"hsa-mir-548ax"	"Alias_symbol"	"MIR548AX"	"100847063"	NA
"hsa-mir-548ay"	"Alias_symbol"	"MIR548AY"	"102465247"	"ENSG00000276147"
"hsa-mir-548az"	"Alias_symbol"	"MIR548AZ"	"102466162"	NA
"hsa-mir-548b"	"Alias_symbol"	"MIR548B"	"   693128"	"ENSG00000207982"
"hsa-mir-548ba"	"Alias_symbol"	"MIR548BA"	"102465854"	NA
"MI0029321"	"Alias_symbol"	"MIR548BB"	"103504735"	NA
"hsa-mir-548bc"	"Alias_symbol"	"MIR548BC"	"113839521"	NA
"hsa-mir-548c"	"Alias_symbol"	"MIR548C"	"   693129"	"ENSG00000207546"
"hsa-mir-548d-1"	"Alias_symbol"	"MIR548D1"	"   693130"	"ENSG00000283172"
"hsa-mir-548d-2"	"Alias_symbol"	"MIR548D2"	"   693131"	"ENSG00000263690"
"hsa-mir-548e"	"Alias_symbol"	"MIR548E"	"100313921"	"ENSG00000221214"
"hsa-mir-548f-1"	"Alias_symbol"	"MIR548F1"	"100302192"	"ENSG00000221594"
"hsa-mir-548f-2"	"Alias_symbol"	"MIR548F2"	"100313771"	"ENSG00000221782"
"hsa-mir-548f-3"	"Alias_symbol"	"MIR548F3"	"100302159"	"ENSG00000221436"
"hsa-mir-548f-4"	"Alias_symbol"	"MIR548F4"	"100313895"	"ENSG00000221442"
"hsa-mir-548f-5"	"Alias_symbol"	"MIR548F5"	"100302239"	"ENSG00000221348"
"hsa-mir-548g"	"Alias_symbol"	"MIR548G"	"100313938"	"ENSG00000221369"
"hsa-mir-548h-1"	"Alias_symbol"	"MIR548H1"	"100313830"	"ENSG00000221537"
"hsa-mir-548h-2"	"Alias_symbol"	"MIR548H2"	"100313773"	"ENSG00000221801"
"hsa-mir-548h-3"	"Alias_symbol"	"MIR548H3"	"100302287"	"ENSG00000221698"
"hsa-mir-548h-4"	"Alias_symbol"	"MIR548H4"	"100313884"	"ENSG00000221616"
"hsa-mir-548h-5"	"Alias_symbol"	"MIR548H5"	"100616455"	NA
"hsa-mir-548i-1"	"Alias_symbol"	"MIR548I1"	"100302204"	"ENSG00000221737"
"hsa-mir-548i-2"	"Alias_symbol"	"MIR548I2"	"100302277"	"ENSG00000221275"
"hsa-mir-548i-3"	"Alias_symbol"	"MIR548I3"	"100302186"	"ENSG00000221305"
"hsa-mir-548i-4"	"Alias_symbol"	"MIR548I4"	"100302191"	"ENSG00000221494"
"hsa-mir-548j"	"Alias_symbol"	"MIR548J"	"100313914"	"ENSG00000221760"
"hsa-mir-548k"	"Alias_symbol"	"MIR548K"	"100313770"	"ENSG00000221333"
"hsa-mir-548l"	"Alias_symbol"	"MIR548L"	"100302275"	"ENSG00000221230"
"hsa-mir-548m"	"Alias_symbol"	"MIR548M"	"100313772"	"ENSG00000221187"
"hsa-mir-548n"	"Alias_symbol"	"MIR548N"	"100302152"	"ENSG00000221669"
"hsa-mir-548o"	"Alias_symbol"	"MIR548O"	"100313829"	"ENSG00000221510"
"hsa-mir-548o-2"	"Alias_symbol"	"MIR548O2"	"100616190"	NA
"hsa-mir-548p"	"Alias_symbol"	"MIR548P"	"100302288"	"ENSG00000221263"
"hsa-mir-548q"	"Alias_symbol"	"MIR548Q"	"100313841"	"ENSG00000221331"
"hsa-mir-548s"	"Alias_symbol"	"MIR548S"	"100422862"	NA
"hsa-mir-548t"	"Alias_symbol"	"MIR548T"	"100422849"	NA
"hsa-mir-548u"	"Alias_symbol"	"MIR548U"	"100422884"	NA
"hsa-mir-548v"	"Alias_symbol"	"MIR548V"	"100422850"	"ENSG00000265520"
"hsa-mir-548w"	"Alias_symbol"	"MIR548W"	"100422923"	NA
"hsa-mir-548x"	"Alias_symbol"	"MIR548X"	"100422920"	NA
"hsa-mir-548x-2"	"Alias_symbol"	"MIR548X2"	"100616302"	NA
"hsa-mir-548y"	"Alias_symbol"	"MIR548Y"	"100500919"	"ENSG00000263945"
"hsa-mir-548z"	"Alias_symbol"	"MIR548Z"	"100500856"	NA
"hsa-mir-549"	"Alias_symbol"	"MIR549A"	"   693132"	"ENSG00000208003"
"hsa-mir-550-1"	"Alias_symbol"	"MIR550A1"	"   693133"	"ENSG00000207771"
"hsa-mir-550-2"	"Alias_symbol"	"MIR550A2"	"   693134"	"ENSG00000207573"
"hsa-mir-550a-2"	"Alias_symbol"	"MIR550A2"	"   693134"	"ENSG00000207573"
"hsa-mir-550a-3"	"Alias_symbol"	"MIR550A3"	"100616354"	NA
"hsa-mir-550b-1"	"Alias_symbol"	"MIR550B1"	"100500883"	NA
"hsa-mir-550b-2"	"Alias_symbol"	"MIR550B2"	"100500830"	NA
"hsa-mir-551a"	"Alias_symbol"	"MIR551A"	"   693135"	"ENSG00000207776"
"hsa-mir-551b"	"Alias_symbol"	"MIR551B"	"   693136"	"ENSG00000207717"
"hsa-mir-552"	"Alias_symbol"	"MIR552"	"   693137"	"ENSG00000207941"
"hsa-mir-553"	"Alias_symbol"	"MIR553"	"   693138"	"ENSG00000207750"
"hsa-mir-554"	"Alias_symbol"	"MIR554"	"   693139"	"ENSG00000207606"
"hsa-mir-555"	"Alias_symbol"	"MIR555"	"   693140"	"ENSG00000283701"
"hsa-mir-556"	"Alias_symbol"	"MIR556"	"   693141"	"ENSG00000207729"
"hsa-mir-557"	"Alias_symbol"	"MIR557"	"   693142"	"ENSG00000207974"
"hsa-mir-558"	"Alias_symbol"	"MIR558"	"   693143"	"ENSG00000207653"
"hsa-mir-559"	"Alias_symbol"	"MIR559"	"   693144"	"ENSG00000207923"
"hsa-mir-561"	"Alias_symbol"	"MIR561"	"   693146"	"ENSG00000207951"
"hsa-mir-562"	"Alias_symbol"	"MIR562"	"   693147"	"ENSG00000207626"
"hsa-mir-563"	"Alias_symbol"	"MIR563"	"   693148"	"ENSG00000207815"
"hsa-mir-564"	"Alias_symbol"	"MIR564"	"   693149"	"ENSG00000284498"
"hsa-mir-567"	"Alias_symbol"	"MIR567"	"   693152"	"ENSG00000207940"
"hsa-mir-568"	"Alias_symbol"	"MIR568"	"   693153"	NA
"hsa-mir-569"	"Alias_symbol"	"MIR569"	"   693154"	"ENSG00000207963"
"hsa-mir-570"	"Alias_symbol"	"MIR570"	"   693155"	"ENSG00000207650"
"ENST00000453324"	"Alias_symbol"	"MIR570HG"	"   440993"	NA
"hsa-mir-571"	"Alias_symbol"	"MIR571"	"   693156"	"ENSG00000207642"
"hsa-mir-572"	"Alias_symbol"	"MIR572"	"   693157"	"ENSG00000207716"
"hsa-mir-573"	"Alias_symbol"	"MIR573"	"   693158"	"ENSG00000207697"
"hsa-mir-574"	"Alias_symbol"	"MIR574"	"   693159"	"ENSG00000207944"
"hsa-mir-575"	"Alias_symbol"	"MIR575"	"   693160"	"ENSG00000207746"
"hsa-mir-576"	"Alias_symbol"	"MIR576"	"   693161"	"ENSG00000207988"
"hsa-mir-577"	"Alias_symbol"	"MIR577"	"   693162"	"ENSG00000207931"
"hsa-mir-578"	"Alias_symbol"	"MIR578"	"   693163"	"ENSG00000207559"
"hsa-mir-579"	"Alias_symbol"	"MIR579"	"   693164"	"ENSG00000207956"
"hsa-mir-580"	"Alias_symbol"	"MIR580"	"   693165"	"ENSG00000207756"
"hsa-mir-581"	"Alias_symbol"	"MIR581"	"   693166"	"ENSG00000207627"
"hsa-mir-582"	"Alias_symbol"	"MIR582"	"   693167"	"ENSG00000202601"
"hsa-mir-583"	"Alias_symbol"	"MIR583"	"   693168"	"ENSG00000207578"
"hsa-mir-584"	"Alias_symbol"	"MIR584"	"   693169"	"ENSG00000207714"
"hsa-mir-585"	"Alias_symbol"	"MIR585"	"   693170"	"ENSG00000207619"
"hsa-mir-586"	"Alias_symbol"	"MIR586"	"   693171"	"ENSG00000207769"
"hsa-mir-587"	"Alias_symbol"	"MIR587"	"   693172"	"ENSG00000207577"
"hsa-mir-588"	"Alias_symbol"	"MIR588"	"   693173"	"ENSG00000207632"
"hsa-mir-589"	"Alias_symbol"	"MIR589"	"   693174"	"ENSG00000207973"
"hsa-mir-590"	"Alias_symbol"	"MIR590"	"   693175"	"ENSG00000207741"
"hsa-mir-591"	"Alias_symbol"	"MIR591"	"   693176"	"ENSG00000208025"
"hsa-mir-592"	"Alias_symbol"	"MIR592"	"   693177"	"ENSG00000207692"
"hsa-mir-593"	"Alias_symbol"	"MIR593"	"   693178"	"ENSG00000207588"
"hsa-mir-595"	"Alias_symbol"	"MIR595"	"   693180"	"ENSG00000207637"
"hsa-mir-596"	"Alias_symbol"	"MIR596"	"   693181"	"ENSG00000207826"
"hsa-mir-597"	"Alias_symbol"	"MIR597"	"   693182"	"ENSG00000207701"
"hsa-mir-598"	"Alias_symbol"	"MIR598"	"   693183"	"ENSG00000207600"
"hsa-mir-599"	"Alias_symbol"	"MIR599"	"   693184"	"ENSG00000207804"
"hsa-mir-600"	"Alias_symbol"	"MIR600"	"   693185"	"ENSG00000283941"
"GL012"	"Alias_symbol"	"MIR600HG"	"    81571"	"ENSG00000236901"
"FLJ22161"	"Alias_symbol"	"MIR600HG"	"    81571"	"ENSG00000236901"
"hsa-mir-601"	"Alias_symbol"	"MIR601"	"   693186"	"ENSG00000207991"
"hsa-mir-602"	"Alias_symbol"	"MIR602"	"   693187"	"ENSG00000207693"
"hsa-mir-603"	"Alias_symbol"	"MIR603"	"   693188"	"ENSG00000207930"
"hsa-mir-604"	"Alias_symbol"	"MIR604"	"   693189"	"ENSG00000207612"
"hsa-mir-605"	"Alias_symbol"	"MIR605"	"   693190"	"ENSG00000207813"
"hsa-mir-606"	"Alias_symbol"	"MIR606"	"   693191"	"ENSG00000207583"
"hsa-mir-607"	"Alias_symbol"	"MIR607"	"   693192"	"ENSG00000207976"
"hsa-mir-608"	"Alias_symbol"	"MIR608"	"   693193"	"ENSG00000207551"
"hsa-mir-609"	"Alias_symbol"	"MIR609"	"   693194"	"ENSG00000208033"
"hsa-mir-610"	"Alias_symbol"	"MIR610"	"   693195"	"ENSG00000207874"
"hsa-mir-611"	"Alias_symbol"	"MIR611"	"   693196"	"ENSG00000284108"
"hsa-mir-612"	"Alias_symbol"	"MIR612"	"   693197"	"ENSG00000283791"
"hsa-mir-613"	"Alias_symbol"	"MIR613"	"   693198"	"ENSG00000207983"
"hsa-mir-614"	"Alias_symbol"	"MIR614"	"   693199"	"ENSG00000283759"
"hsa-mir-615"	"Alias_symbol"	"MIR615"	"   693200"	"ENSG00000207571"
"hsa-mir-616"	"Alias_symbol"	"MIR616"	"   693201"	"ENSG00000208028"
"hsa-mir-617"	"Alias_symbol"	"MIR617"	"   693202"	"ENSG00000207763"
"hsa-mir-618"	"Alias_symbol"	"MIR618"	"   693203"	"ENSG00000208022"
"hsa-mir-619"	"Alias_symbol"	"MIR619"	"   693204"	"ENSG00000207622"
"hsa-mir-620"	"Alias_symbol"	"MIR620"	"   693205"	"ENSG00000207967"
"hsa-mir-621"	"Alias_symbol"	"MIR621"	"   693206"	"ENSG00000207652"
"hsa-mir-622"	"Alias_symbol"	"MIR622"	"   693207"	"ENSG00000283783"
"hsa-mir-623"	"Alias_symbol"	"MIR623"	"   693208"	"ENSG00000207719"
"hsa-mir-624"	"Alias_symbol"	"MIR624"	"   693209"	"ENSG00000207952"
"hsa-mir-625"	"Alias_symbol"	"MIR625"	"   693210"	"ENSG00000207781"
"hsa-mir-626"	"Alias_symbol"	"MIR626"	"   693211"	"ENSG00000207766"
"hsa-mir-627"	"Alias_symbol"	"MIR627"	"   693212"	"ENSG00000207712"
"hsa-mir-628"	"Alias_symbol"	"MIR628"	"   693213"	"ENSG00000283891"
"hsa-mir-629"	"Alias_symbol"	"MIR629"	"   693214"	"ENSG00000207965"
"hsa-mir-630"	"Alias_symbol"	"MIR630"	"   693215"	"ENSG00000283798"
"hsa-mir-631"	"Alias_symbol"	"MIR631"	"   693216"	"ENSG00000284343"
"hsa-mir-632"	"Alias_symbol"	"MIR632"	"   693217"	"ENSG00000283774"
"hsa-mir-633"	"Alias_symbol"	"MIR633"	"   693218"	"ENSG00000207552"
"hsa-mir-634"	"Alias_symbol"	"MIR634"	"   693219"	"ENSG00000207943"
"hsa-mir-635"	"Alias_symbol"	"MIR635"	"   693220"	"ENSG00000207561"
"hsa-mir-636"	"Alias_symbol"	"MIR636"	"   693221"	"ENSG00000283805"
"hsa-mir-637"	"Alias_symbol"	"MIR637"	"   693222"	"ENSG00000283928"
"hsa-mir-638"	"Alias_symbol"	"MIR638"	"   693223"	"ENSG00000207972"
"hsa-mir-639"	"Alias_symbol"	"MIR639"	"   693224"	"ENSG00000283822"
"hsa-mir-640"	"Alias_symbol"	"MIR640"	"   693225"	"ENSG00000207821"
"hsa-mir-641"	"Alias_symbol"	"MIR641"	"   693226"	"ENSG00000207631"
"hsa-mir-642"	"Alias_symbol"	"MIR642A"	"   693227"	"ENSG00000207773"
"hsa-mir-642b"	"Alias_symbol"	"MIR642B"	"100500845"	NA
"hsa-mir-643"	"Alias_symbol"	"MIR643"	"   693228"	"ENSG00000208002"
"hsa-mir-644"	"Alias_symbol"	"MIR644A"	"   693229"	"ENSG00000207997"
"hsa-mir-645"	"Alias_symbol"	"MIR645"	"   693230"	"ENSG00000208018"
"hsa-mir-646"	"Alias_symbol"	"MIR646"	"   693231"	"ENSG00000207802"
"hsa-mir-647"	"Alias_symbol"	"MIR647"	"   693232"	"ENSG00000207554"
"hsa-mir-648"	"Alias_symbol"	"MIR648"	"   693233"	"ENSG00000207780"
"hsa-mir-649"	"Alias_symbol"	"MIR649"	"   693234"	"ENSG00000207575"
"hsa-mir-650"	"Alias_symbol"	"MIR650"	"   723778"	"ENSG00000284049"
"hsa-mir-651"	"Alias_symbol"	"MIR651"	"   723779"	"ENSG00000207628"
"hsa-mir-652"	"Alias_symbol"	"MIR652"	"   724022"	"ENSG00000208013"
"hsa-mir-653"	"Alias_symbol"	"MIR653"	"   724023"	"ENSG00000208014"
"hsa-mir-654"	"Alias_symbol"	"MIR654"	"   724024"	"ENSG00000207934"
"hsa-mir-655"	"Alias_symbol"	"MIR655"	"   724025"	"ENSG00000207646"
"hsa-mir-656"	"Alias_symbol"	"MIR656"	"   724026"	"ENSG00000207959"
"hsa-mir-657"	"Alias_symbol"	"MIR657"	"   724027"	"ENSG00000207736"
"hsa-mir-658"	"Alias_symbol"	"MIR658"	"   724028"	"ENSG00000284197"
"hsa-mir-659"	"Alias_symbol"	"MIR659"	"   724029"	"ENSG00000207696"
"hsa-mir-660"	"Alias_symbol"	"MIR660"	"   724030"	"ENSG00000207970"
"hsa-mir-661"	"Alias_symbol"	"MIR661"	"   724031"	"ENSG00000207574"
"hsa-mir-662"	"Alias_symbol"	"MIR662"	"   724032"	"ENSG00000207579"
"hsa-mir-663"	"Alias_symbol"	"MIR663A"	"   724033"	"ENSG00000284419"
"miR-663a"	"Alias_symbol"	"MIR663A"	"   724033"	"ENSG00000284419"
"RP3-410C9.1"	"Alias_symbol"	"MIR663AHG"	"   284801"	"ENSG00000227195"
"hsa-mir-663b"	"Alias_symbol"	"MIR663B"	"100313824"	"ENSG00000221288"
"hsa-mir-664"	"Alias_symbol"	"MIR664A"	"100302234"	NA
"hsa-mir-664b"	"Alias_symbol"	"MIR664B"	"100847052"	NA
"hsa-mir-665"	"Alias_symbol"	"MIR665"	"100126315"	"ENSG00000283159"
"hsa-mir-668"	"Alias_symbol"	"MIR668"	"   768214"	NA
"hsa-mir-670"	"Alias_symbol"	"MIR670"	"100313777"	"ENSG00000211568"
"hsa-mir-671"	"Alias_symbol"	"MIR671"	"   768213"	"ENSG00000284191"
"hsa-mir-675"	"Alias_symbol"	"MIR675"	"100033819"	"ENSG00000284010"
"hsa-mir-676"	"Alias_symbol"	"MIR676"	"100500887"	"ENSG00000211991"
"hsa-mir-708"	"Alias_symbol"	"MIR708"	"100126333"	"ENSG00000211997"
"hsa-mir-711"	"Alias_symbol"	"MIR711"	"100313843"	"ENSG00000284251"
"hsa-mir-718"	"Alias_symbol"	"MIR718"	"100313781"	"ENSG00000284286"
"hsa-mir-744"	"Alias_symbol"	"MIR744"	"100126313"	"ENSG00000266297"
"hsa-mir-758"	"Alias_symbol"	"MIR758"	"   768212"	"ENSG00000211582"
"hsa-mir-759"	"Alias_symbol"	"MIR759"	"100313778"	"ENSG00000211579"
"hsa-mir-760"	"Alias_symbol"	"MIR760"	"100126348"	"ENSG00000211575"
"hsa-mir-761"	"Alias_symbol"	"MIR761"	"100313892"	"ENSG00000283899"
"hsa-mir-762"	"Alias_symbol"	"MIR762"	"100313837"	"ENSG00000211591"
"hsa-mir-764"	"Alias_symbol"	"MIR764"	"100313838"	"ENSG00000212100"
"hsa-mir-765"	"Alias_symbol"	"MIR765"	"   768220"	"ENSG00000211581"
"hsa-mir-766"	"Alias_symbol"	"MIR766"	"   768218"	"ENSG00000211578"
"hsa-mir-767"	"Alias_symbol"	"MIR767"	"   768215"	"ENSG00000211583"
"hsa-mir-769"	"Alias_symbol"	"MIR769"	"   768217"	"ENSG00000211580"
"hsa-mir-770"	"Alias_symbol"	"MIR770"	"   768222"	"ENSG00000211574"
"hsa-mir-802"	"Alias_symbol"	"MIR802"	"   768219"	"ENSG00000211590"
"hsa-mir-873"	"Alias_symbol"	"MIR873"	"100126316"	"ENSG00000215939"
"hsa-mir-874"	"Alias_symbol"	"MIR874"	"100126343"	"ENSG00000216009"
"hsa-mir-875"	"Alias_symbol"	"MIR875"	"100126309"	"ENSG00000216069"
"hsa-mir-876"	"Alias_symbol"	"MIR876"	"100126310"	"ENSG00000215966"
"hsa-mir-877"	"Alias_symbol"	"MIR877"	"100126314"	"ENSG00000216101"
"hsa-mir-885"	"Alias_symbol"	"MIR885"	"100126334"	"ENSG00000216135"
"hsa-mir-887"	"Alias_symbol"	"MIR887"	"100126347"	"ENSG00000216077"
"hsa-mir-888"	"Alias_symbol"	"MIR888"	"100126306"	"ENSG00000216005"
